ID,Name,Age,Gender,ZipCode,Education,Nationality,Salary
59465,Jason Mann,28,Male,17510,High School,Andorra,77709
76284,Cassie Hampton,53,Female,19388,Master,Niue,55610
24206,David Ryan,32,Male,15954,High School,Antigua and Barbuda,113162
29655,Melinda Martin,51,Female,19892,Master,Timor-Leste,91539
40084,Samantha Ball,29,Female,19796,PhD,Slovenia,62022
92428,Dawn Oneal,26,Female,18764,High School,Zimbabwe,87480
33633,Ruben Williams,24,Male,16010,Bachelor,Israel,62063
56377,Thomas Ford,52,Male,16007,High School,Panama,104989
4160,Robert Carter,34,Male,17743,Master,Isle of Man,51041
85484,Richard Griffin,20,Male,16770,Bachelor,Cape Verde,64257
61802,Heather Frost,24,Female,19426,PhD,United States Minor Outlying Islands,38837
1332,Chris Williams,46,Male,16283,High School,Saint Barthelemy,103774
84833,Robert Camacho,48,Male,18248,Master,Croatia,57992
13958,Lauren Schmidt,30,Female,18902,High School,United States Minor Outlying Islands,115247
29315,Justin Garza,35,Male,18873,High School,Algeria,38597
9125,Sheri Page,56,Female,18379,High School,Bangladesh,55622
8507,Rachel Harvey,24,Female,19727,High School,Guadeloupe,35739
68085,Brittany Martin,33,Female,16803,Bachelor,Israel,98707
18223,Connie Allen,32,Female,17434,Bachelor,Benin,71133
98258,Bryan Martinez,22,Male,16825,High School,Cambodia,97178
34375,Jennifer Guzman PhD,53,Female,16355,High School,Trinidad and Tobago,46110
91587,Christina Blackburn,32,Female,19781,Bachelor,Saint Kitts and Nevis,70453
36996,Jennifer Lewis,35,Female,18911,High School,Sri Lanka,31456
28098,Jeffrey Barnes,54,Male,18397,High School,Mauritania,33343
97474,Heather Taylor,51,Female,16477,High School,Samoa,57076
21204,William Smith,23,Male,18965,High School,Turkey,55602
31240,Darren Miller,35,Male,19472,High School,Slovenia,43840
27758,Todd Medina,32,Male,19873,High School,New Zealand,56001
93497,Erin Obrien,52,Female,16150,High School,Ukraine,82657
33003,Kevin Lopez,39,Male,17558,Bachelor,Liberia,112238
48246,Daniel Villegas,43,Male,18795,Master,Saint Martin,52658
3451,Deborah Bishop,56,Female,17970,High School,British Indian Ocean Territory (Chagos Archipelago),65908
76188,Destiny Anthony,35,Female,18586,High School,United States of America,39275
64213,Daniel Lee,46,Male,15898,High School,Panama,87187
70102,Bryan Collier,22,Male,19531,Bachelor,United Arab Emirates,78841
51236,Michelle Thomas,24,Female,17810,PhD,Sao Tome and Principe,96864
3939,Beverly Rubio,42,Female,18163,Bachelor,Iceland,31382
73940,Chelsea Sweeney,46,Female,18033,High School,British Indian Ocean Territory (Chagos Archipelago),38840
73943,Darius Morgan,26,Male,19861,High School,Belgium,118072
50356,Geoffrey Brown,49,Male,16315,High School,Samoa,78121
17193,Richard Woodard,58,Male,17411,Bachelor,Nigeria,31098
49533,Rebecca Vaughn,39,Female,19579,High School,Belarus,34867
92769,Lauren Smith,53,Female,19050,High School,Cote d'Ivoire,51361
49765,Carrie Smith,36,Female,19845,High School,Georgia,73755
68130,Adam Owen,32,Male,17866,High School,Luxembourg,38451
